Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class,index
Lil Peep,Falling Down,82,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4,HipHop,193
Calvin Harris,One Kiss ,82,0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,214847,4,Pop,194
XXXTENTACION,Fuck Love ,82,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4,HipHop,195
42 Dugg,4 Da Gang ,82,0.871,0.545,7,-10.489,1,0.189,0.0143,0,0.148,0.722,100.482,155720,4,HipHop,196
Jack Harlow,WHATS POPPIN,82,0.904,0.723,11,-5.224,0,0.26,0.0631,0,0.185,0.835,145.013,227478,4,Pop,197
Pooh Shiesty,Back In Blood ,82,0.759,0.538,8,-8.256,0,0.384,0.151,0,0.126,0.831,146.933,184490,4,HipHop,198
Harry Styles,Sign of the Times,82,0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,340707,4,Pop,199
Lady Gaga,Rain On Me ,82,0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056,182200,4,Pop,200
Nirvana,Smells Like Teen Spirit,82,0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,301920,4,Rock,201
Kings of Leon,Sex on Fire,82,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,203347,4,Rock,202
Twenty One Pilots,Ride,82,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,214507,4,Rock,203
Coldplay,Fix You,82,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,4,Pop,204
Radiohead,Creep,82,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,238640,4,Alt_Music,205
H.E.R.,Come Through ,82,0.615,0.422,5,-8.019,0,0.0504,0.604,0,0.112,0.185,135.859,214094,5,Pop,206
J. Cole,a p p l y i n g . p r e s s u r e,82,0.699,0.759,1,-5.302,1,0.311,0.0814,0,0.312,0.404,83.092,177337,4,HipHop,207
Eagles,Hotel California,82,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,6.52293333,4,Rock,208
Destiny's Child,"Bills, Bills, Bills",82,0.845,0.576,11,-5.15,0,0.153,0.139,0,0.0764,0.461,127.641,4.267116667,4,Pop,209
Calum Scott,Dancing On My Own,82,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35E-05,0.0983,0.231,112.672,260285,4,Pop,210
Bryan Adams,Summer Of '69,82,0.508,0.834,2,-6.205,1,0.0386,0.0183,0,0.0732,0.774,139.131,216053,4,Rock,211
Giveon,Heartbreak Anniversary,82,0.443,0.459,0,-8.955,1,0.074,0.546,1.05E-06,0.307,0.565,87.064,198371,5,Pop,212
Demi Lovato,Met Him Last Night ,82,0.538,0.512,4,-4.548,0,0.0262,0.22,0,0.101,0.12,144.978,204632,4,Pop,213
The Beatles,Here Comes The Sun,82,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733,4,Rock,214
The Fray,How to Save a Life,82,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,262533,4,Pop,215
MARINA,Bubblegum Bitch,82,0.495,0.856,0,-5.123,0,0.0311,0.000219,0,0.103,0.609,158.024,154667,4,Pop,216
J. Cole,l e t . g o . m y . h a n d ,82,0.583,0.625,1,-8.011,1,0.277,0.506,0,0.196,0.516,89.812,266291,4,HipHop,217
Sleepy Hallow,2055,82,0.829,0.512,6,-5.865,0,0.187,0.492,0,0.12,0.638,80.511,2.06645,4,Pop,218
Panic! At The Disco,High Hopes,82,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4,Rock,219
Machine Gun Kelly,love race ,81,0.517,0.848,10,-4.054,1,0.0521,0.00581,0,0.214,0.429,95.906,188779,4,Pop,220
Electric Light Orchestra,Mr. Blue Sky,81,0.388,0.338,10,-10.054,1,0.0329,0.652,3.73E-06,0.248,0.478,177.765,303373,4,Pop,221
Mooski,Track Star,81,0.641,0.598,7,-5.7,0,0.324,0.381,0,0.0921,0.285,131.459,199706,5,HipHop,222
Meek Mill,Going Bad ,81,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180522,4,Pop,223
Taylor Swift,willow,81,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,214707,4,Pop,224
J. Cole,i n t e r l u d e,81,0.77,0.574,1,-5.525,1,0.106,0.0617,0,0.104,0.104,98.962,133022,3,HipHop,225
Lil Baby,Drip Too Hard ,81,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,145543,4,HipHop,226
Clean Bandit,Tick Tock ,81,0.779,0.705,0,-3.895,1,0.0344,0.369,7.91E-06,0.124,0.946,101.022,178374,4,Pop,227
MEDUZA,Piece Of Your Heart,81,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,4,Pop,228
Drake,Lemon Pepper Freestyle ,81,0.77,0.637,1,-5.53,1,0.345,0.103,0,0.171,0.431,94.966,383037,4,HipHop,229
Kanye West,Stronger,81,0.617,0.717,10,-7.858,0,0.153,0.00564,0,0.408,0.49,103.992,311867,4,HipHop,230
Ricky Montgomery,Mr Loverman,81,0.639,0.526,0,-6.697,1,0.0256,0.245,2.43E-05,0.25,0.488,130.033,216880,3,Pop,231
Mustard,Ballin' ,81,0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,180435,4,HipHop,232
"Nelly, Florida Georgia Line",Lil Bit,81,0.707,0.689,4,-7.097,0,0.0387,0.0255,0,0.383,0.41,119.987,3.266033333,4,Country,233
Tom Grennan,Little Bit of Love,81,0.689,0.706,1,-4.48,0,0.0312,0.0833,0,0.105,0.623,106.52,226268,4,Pop,234
Red Hot Chili Peppers,Californication,81,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,329733,4,Rock,235
DJ Khaled,GREECE ,81,0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04E-06,0.107,0.229,85.84,218902,4,HipHop,236
Capital Cities,Safe And Sound,81,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790,5,Rock,237
Pop Smoke,The Woo ,81,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77E-06,0.259,0.286,99.7,201600,4,HipHop,238
DJ Khaled,LET IT GO ,81,0.877,0.444,8,-7.547,1,0.172,0.24,0,0.169,0.658,129.06,165527,4,Pop,239
Dr. Dre,Still D.R.E.,81,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,270587,4,HipHop,240
Imagine Dragons,Natural,81,0.704,0.611,2,-6.112,1,0.0409,0.217,0,0.0812,0.22,100,189467,4,Rock,241
Dynoro,In My Mind,81,0.694,0.77,6,-5.335,1,0.149,0.176,1.10E-05,0.118,0.163,125.905,184560,4,Pop,242
WALK THE MOON,Shut Up and Dance,81,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,199080,4,Rock,243
Britney Spears,Toxic,81,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,3.313333333,4,Pop,244
Jeremy Zucker,you were good to me,81,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62E-05,0.112,0.206,102.128,219147,4,Pop,245
Jason Derulo,Lifestyle ,81,0.749,0.674,10,-5.128,0,0.0366,0.0209,0,0.169,0.711,123.055,153865,4,Pop,246
Guns N' Roses,Sweet Child O' Mine,81,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,5.90866667,4,Rock,247
"Earth, Wind & Fire",September,80,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,215093,4,Rock,248
Machine Gun Kelly,forget me too ,80,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,171621,4,Rock,249
Baby Keem,durag activity ,80,0.89,0.701,0,-5.712,0,0.342,0.00306,3.06E-06,0.0895,0.505,80.462,225020,4,HipHop,250
21 Savage,Runnin,80,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,195906,4,HipHop,251
Gotye,Somebody That I Used To Know,80,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,244885,4,Pop,252
Justin Timberlake,SexyBack ,80,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,242733,4,Pop,253
Nicki Minaj,Seeing Green ,80,0.573,0.867,5,-2.876,0,0.168,0.0853,0,0.38,0.231,74.861,339506,4,Pop,254
Bebe Rexha,Sacrifice,80,0.659,0.877,11,-5.089,0,0.0288,0.0878,0,0.094,0.471,119.992,160871,4,Pop,255
blink-182,All The Small Things,80,0.434,0.897,0,-4.918,1,0.0488,0.0103,0,0.612,0.684,148.726,167067,4,Rock,256
Mimi Webb,Dumb Love,80,0.569,0.422,0,-5.856,1,0.0302,0.0296,0,0.0613,0.175,76.96,3.45113333,4,Pop,257
Dire Straits,Sultans of Swing,80,0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,348624,4,Rock,258
Lil Baby,Real As It Gets ,80,0.779,0.705,6,-5.891,0,0.163,0.00471,0,0.0971,0.196,140.005,192804,4,HipHop,259
Lovejoy,One Day,80,0.332,0.737,10,-8.572,0,0.0349,0.00696,0,0.0519,0.761,183.333,144616,4,Pop,260
Outkast,Hey Ya!,80,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,235213,4,HipHop,261
Pop Smoke,AP,80,0.751,0.744,1,-6.859,1,0.177,0.152,0.000568,0.252,0.634,148.014,171892,4,HipHop,262
Nessa Barrett,la di die ,80,0.484,0.643,1,-4.72,1,0.0416,0.0036,0,0.243,0.345,163.97,195191,4,Rock,263
grandson,Blood // Water,80,0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,216721,4,Rock,264
Mike Posner,Please Don't Go,80,0.699,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.13,0.657,120.016,196813,4,Pop,265
4 Non Blondes,What's Up?,80,0.565,0.564,2,-10.044,1,0.0292,0.161,0,0.114,0.454,134.355,295533,4,Rock,266
Lost Frequencies,Rise,80,0.689,0.612,6,-6.014,1,0.0387,0.228,7.77E-06,0.368,0.461,122.076,193018,4,Pop,267
System Of A Down,Chop Suey!,80,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,210240,4,Pop,268
AC/DC,You Shook Me All Night Long,80,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,4,Rock,269
Queen,Under Pressure,80,0.671,0.712,2,-7.815,1,0.0476,0.429,0,0.103,0.462,113.805,248440,4,Rock,270
"Tesher, Jason Derulo",Jalebi Baby ,80,0.691,0.829,0,-7.179,1,0.0412,0.0289,0,0.254,0.866,93.059,2.81923333,4,Pop,271
SoFaygo,Knock Knock,80,0.669,0.629,1,-6.032,0,0.0657,0.0485,0,0.346,0.683,125.935,139729,4,HipHop,272
Kevin Gates,Big Gangsta,80,0.879,0.574,10,-5.602,0,0.391,0.519,8.76E-06,0.144,0.346,144.911,243463,4,HipHop,273
Sam Smith,Too Good At Goodbyes,80,0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,201000,4,Pop,274
Cico P,Tampa,80,0.888,0.408,8,-10.162,0,0.487,0.164,0,0.0912,0.742,77.029,176160,4,HipHop,275
Arctic Monkeys,I Wanna Be Yours,80,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,183956,4,Rock,276
Alessia Cara,Scars To Your Beautiful,80,0.319,0.739,0,-5.74,1,0.272,0.0285,0,0.111,0.449,194.169,230227,4,Pop,277
Ashe,Till Forever Falls Apart,80,0.509,0.498,2,-6.94,1,0.0315,0.413,0,0.0674,0.283,99.729,222861,4,Indie Alt,278
Mac Miller,The Spins,80,0.794,0.766,9,-3.894,0,0.0377,0.0135,0,0.0785,0.55,127.007,195873,4,Pop,279
Mitski,Nobody,80,0.398,0.716,0,-5.254,1,0.0392,0.0764,0,0.0848,0.494,117.295,3.223816667,4,Pop,280
Bon Jovi,You Give Love A Bad Name,80,0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25E-06,0.344,0.812,122.803,222707,4,Rock,281
The Strokes,The Adults Are Talking,80,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,309053,4,Indie Alt,282
Joy Again,Looking Out for You,80,0.682,0.9,9,-5.028,1,0.0873,0.0891,0.063,0.0685,0.937,100.721,179499,4,Pop,283
Taylor Swift,You Need To Calm Down,80,0.771,0.671,2,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026,171360,4,Pop,284
Green Day,Basket Case,80,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71E-06,0.091,0.781,85.064,181533,4,Rock,285
"Doja Cat, Ariana Grande",I Don't Do Drugs ,80,0.683,0.615,5,-5.737,1,0.0966,0.222,8.25E-06,0.154,0.45,77.014,3.14821667,4,Pop,286
"Grover Washington, Jr.",Just the Two of Us ,80,0.802,0.488,1,-9.304,1,0.0813,0.572,0.0598,0.0763,0.624,95.77,237106,4,Pop,287
Journey,Don't Stop Believin',80,0.5,0.748,4,-9.072,1,0.0363,0.127,0,0.447,0.514,118.852,4.18311667,4,Rock,288
MGMT,Little Dark Age,80,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,299960,4,Pop,289
Ashnikko,Daisy,80,0.834,0.663,8,-6.143,1,0.133,0.235,0,0.372,0.774,121.876,146523,4,Pop,290
Lukas Graham,7 Years,80,0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992,237300,4,Pop,291
Machine Gun Kelly,I Think I'm OKAY ,80,0.628,0.744,7,-4.718,1,0.0379,0.0257,0,0.313,0.277,119.921,169397,4,Rock,292
Don Toliver,What You Need,80,0.664,0.655,10,-7.327,0,0.0461,0.059,2.40E-05,0.17,0.13,129.987,217609,4,HipHop,293
DNCE,Cake By The Ocean,80,0.774,0.753,4,-5.446,0,0.0517,0.152,0,0.0371,0.896,119.002,219147,4,Pop,294
Drake,Toosie Slide,80,0.834,0.454,1,-9.75,0,0.201,0.321,6.15E-06,0.114,0.837,81.618,247059,4,Pop,295
Stromae,Alors on danse,80,0.791,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.714,119.951,3.43445,4,Pop,296
Ed Sheeran,Beautiful People ,80,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,197867,4,Pop,297
DUSTY LOCANE,ROLLIN N CONTROLLIN FREESTYLE,80,0.69,0.514,8,-11.81,0,0.328,0.0975,0.497,0.346,0.307,72.791,191209,4,HipHop,298
Charlie Puth,We Don't Talk Anymore ,80,0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,217707,4,Pop,299
"Tate McRae, Khalid",working,80,0.783,0.435,7,-7.78,1,0.0588,0.282,0,0.0833,0.512,106.974,3.50366667,4,Pop,300
KALEO,Way down We Go,80,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707,4,Rock,301
The Cranberries,Zombie,80,0.307,0.635,7,-8.957,1,0.0339,0.0154,0.00483,0.366,0.304,166.973,306427,4,Rock,302
Conan Gray,People Watching,80,0.53,0.593,5,-7.286,1,0.0545,0.385,0,0.314,0.538,125.723,2.64228333,4,Pop,303
Hoobastank,The Reason,80,0.472,0.671,4,-4.649,1,0.029,0.0129,0,0.159,0.0681,82.952,232800,4,Pop,304
Juice WRLD,Bad Boy ,80,0.697,0.674,1,-6.326,1,0.0533,0.00215,0,0.138,0.198,81.535,157355,4,HipHop,305
Aya Nakamura,Copines,80,0.701,0.787,8,-3.941,0,0.0855,0.27,0,0.105,0.904,180.027,171720,4,Pop,306
Imagine Dragons,Demons,80,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,177507,4,Rock,307
Plain White T's,Hey There Delilah,80,0.656,0.291,2,-10.572,1,0.0293,0.872,0,0.114,0.298,103.971,232533,4,Rock,308
Imagine Dragons,Whatever It Takes,80,0.672,0.655,10,-5.021,0,0.0311,0.0362,0,0.117,0.556,134.945,201240,4,Rock,309
Joji,Yeah Right,80,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,174358,4,Indie Alt,310
Arctic Monkeys,R U Mine?,79,0.288,0.758,6,-5.692,0,0.0371,0.00616,0,0.303,0.619,97.094,201726,4,Rock,311
Dan + Shay,Glad You Exist,79,0.748,0.551,11,-6.12,1,0.0349,0.235,0,0.119,0.66,103.953,2.408883333,4,Country,312
KISS,I Was Made For Lovin' You,79,0.768,0.852,4,-6.215,1,0.038,0.214,7.36E-05,0.0723,0.867,128.373,271240,4,Pop,313
Boston,More Than a Feeling,79,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,285133,4,Rock,314
Brent Faiyaz,Gravity ,79,0.539,0.615,1,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924,214693,4,HipHop,315
Miley Cyrus,Midnight Sky,79,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,Rock,316
Machine Gun Kelly,DAYWALKER! ,79,0.632,0.922,7,-2.173,1,0.0794,0.00558,1.81E-05,0.0927,0.497,88.972,137747,4,Rock,317
Alicia Keys,No One,79,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85E-06,0.134,0.167,90.04,253813,4,Pop,318
Metallica,Enter Sandman,79,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,331267,4,Rock,319
Gunna,DOLLAZ ON MY HEAD ,79,0.825,0.458,0,-7.47,1,0.0577,0.114,0,0.102,0.161,145.115,197760,4,HipHop,320
Metallica,Nothing Else Matters,79,0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01E-06,0.075,0.158,142.352,388267,3,Rock,321
Twenty One Pilots,Choker,79,0.7,0.664,7,-8.211,1,0.0394,0.306,1.89E-05,0.249,0.585,142.009,223066,4,Pop,322
24kGoldn,Company ,79,0.831,0.727,8,-3.657,0,0.169,0.447,0,0.111,0.703,125.068,213080,4,HipHop,323
Lady Gaga,Always Remember Us This Way,79,0.553,0.502,0,-5.972,1,0.0409,0.299,0,0.764,0.296,129.976,210200,4,Pop,324
Toby Romeo,Where The Lights Are Low,79,0.759,0.807,8,-5.812,0,0.122,0.448,0,0.105,0.62,123.904,136996,4,Pop,325
BIA,WHOLE LOTTA MONEY,79,0.897,0.371,1,-5.019,1,0.368,0.0904,0,0.325,0.441,81.008,156005,4,Pop,326
Fousheé,Deep End,79,0.711,0.592,4,-7.136,0,0.23,0.758,0,0.156,0.535,124.749,141224,4,Rock,327
BANNERS,Someone To You,79,0.52,0.903,2,-5.497,1,0.042,0.00517,0,0.254,0.652,74.988,219801,4,Pop,328
Jimmy Eat World,The Middle,79,0.643,0.849,2,-5.428,1,0.0526,0.0371,0,0.058,0.903,162.152,165853,4,Rock,329
BENEE,Supalonely,79,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04E-05,0.123,0.817,128.977,223480,4,Pop,330
Chris Stapleton,Tennessee Whiskey,79,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,4.888216667,4,Country,331
Internet Money,JETSKI ,79,0.883,0.446,8,-8.723,0,0.296,0.0253,0,0.103,0.463,92.95,165161,4,HipHop,332
Van Halen,Jump,79,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600,4,Rock,333
Elton John,Tiny Dancer,79,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,377093,4,Rock,334
Nelly Furtado,Maneater,79,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722,258893,4,Pop,335
carolesdaughter,Violent,79,0.797,0.755,2,-5.393,1,0.0293,0.331,2.26E-06,0.124,0.411,129.955,135878,4,Rock,336
Juice WRLD,Reminds Me Of You,79,0.613,0.631,4,-6.965,1,0.12,0.0663,0,0.169,0.33,149.992,158033,4,HipHop,337
SyKo,#BrooklynBloodPop!,79,0.691,0.814,1,-3.788,0,0.117,0.0164,0,0.366,0.509,132.012,145611,4,Pop,338
"Kelsea Ballerini, LANY",I Quit Drinking,79,0.607,0.418,1,-6.997,1,0.0363,0.394,0,0.182,0.386,95.002,2.85333333,4,Pop,339
Alok,Love Again ,79,0.636,0.822,0,-4.321,0,0.0507,0.0534,1.99E-05,0.121,0.338,127.225,147402,4,Pop,340
$uicideboy$,"...And To Those I Love, Thanks For Sticking Around",79,0.792,0.511,2,-6.876,1,0.0409,0.124,9.04E-05,0.14,0.111,113.983,168490,4,HipHop,341
Migos,Straightenin,79,0.847,0.629,9,-5.81,1,0.102,0.0318,0,0.152,0.109,135.976,255532,4,HipHop,342
Estelle,American Boy,79,0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,284733,4,HipHop,343
Ava Max,EveryTime I Cry,79,0.727,0.832,9,-4.327,0,0.0366,0.181,0,0.0615,0.213,127.035,2.96426667,4,Pop,344
Bob Marley & The Wailers,Three Little Birds,79,0.814,0.482,9,-10.493,1,0.0588,0.0111,1.57E-06,0.0476,0.615,148.404,180267,4,Rock,345
Lady Gaga,Shallow,79,0.575,0.33,7,-6.557,1,0.031,0.416,0,0.0872,0.277,95.801,217213,4,Pop,346
Eyedress,Jealous,79,0.474,0.91,9,-10.431,0,0.0462,0.00498,0.859,0.476,0.745,93.01,122339,4,Indie Alt,347
Justin Bieber,As I Am ,79,0.608,0.547,11,-8.151,1,0.0368,0.131,0,0.0974,0.108,99.947,174406,4,Pop,348
"Kane Brown, blackbear",Memory,79,0.434,0.889,9,-5.684,1,0.0509,0.395,0,0.273,0.845,113.326,2.55563333,5,Pop,349
3 Doors Down,Kryptonite,79,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.10E-05,0.168,0.543,99.009,233933,4,Pop,350
Black Eyed Peas,RITMO ,79,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,4,Pop,351
Kygo,Gone Are The Days ,79,0.528,0.453,4,-9.398,1,0.0396,0.355,1.06E-06,0.104,0.281,119.761,196678,4,Pop,352
PlayaPhonk,PHONKY TOWN,79,0.804,0.803,1,-4.673,1,0.346,0.409,0.786,0.119,0.339,125,2.356233333,4,Pop,353
Kid Cudi,Show Out ,79,0.619,0.589,1,-6.531,1,0.124,0.43,0.000392,0.378,0.158,143.896,174960,4,HipHop,354
Taylor Swift,exile ,79,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62E-05,0.11,0.152,75.602,285634,4,Pop,355
Nickelback,How You Remind Me,79,0.446,0.764,10,-5.042,1,0.033,0.00135,0,0.099,0.543,172.094,223840,4,Rock,356
Guns N' Roses,November Rain,79,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,536067,4,Rock,357
Cody Fry,I Hear a Symphony,79,0.207,0.243,10,-8.181,1,0.0306,0.925,0.0342,0.118,0.394,171.648,185176,4,Pop,358
The Rolling Stones,Paint It Black,79,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,202267,4,Rock,359
Rage Against The Machine,Killing In The Name,79,0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,313573,4,Alt_Music,360
The Verve,Bitter Sweet Symphony,79,0.356,0.917,9,-6.006,1,0.0479,0.0335,0,0.406,0.518,171.176,357267,4,Rock,361
U2,I Still Haven't Found What I'm Looking For,79,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,277477,4,Rock,362
Jessie J,Bang Bang,79,0.706,0.786,0,-3.417,0,0.091,0.26,0,0.38,0.751,150.028,199387,4,Pop,363
Justin Bieber,Off My Face,79,0.509,0.228,4,-8.68,1,0.0332,0.92,0,0.104,0.586,90.674,156468,4,Pop,364
The Goo Goo Dolls,Iris,79,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97E-06,0.0942,0.497,155.925,289533,3,Rock,365
The Lumineers,Ophelia,79,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,4,Pop,366
RØNIN,ALL GIRLS ARE THE SAME,79,0.785,0.343,9,-10.923,0,0.0862,0.593,0,0.103,0.468,118.065,121949,4,HipHop,367
The Clash,Should I Stay or Should I Go,79,0.743,0.836,2,-6.465,1,0.116,0.0804,0,0.384,0.82,113.375,3.14978333,4,Rock,368
Daft Punk,Get Lucky,79,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07E-06,0.101,0.862,116.047,248413,4,Pop,369
Bruno Mars,Just The Way You Are,79,0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.012,220733,4,Pop,370
Green Day,American Idiot,79,0.38,0.988,1,-2.042,1,0.0639,2.64E-05,7.86E-05,0.368,0.769,186.113,176346,4,Rock,371
American Authors,Best Day Of My Life,79,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240,4,Rock,372
Shawn Mendes,Mercy,79,0.555,0.662,11,-4.952,0,0.0827,0.125,0,0.111,0.356,148.128,208733,4,Pop,373
Smash Mouth,All Star,79,0.731,0.867,11,-5.881,1,0.032,0.0395,0,0.0861,0.776,104.019,200373,4,Pop,374
"Kayla Nicole, Taylor Girlz",Bundles ,78,0.939,0.682,11,-5.931,1,0.306,0.00152,0,0.0552,0.584,130.022,2.5801,4,Pop,375
LPB Poody,Batman,78,0.893,0.565,1,-4.74,1,0.268,0.0754,0,0.0375,0.808,81.009,156432,4,Pop,376
Jimi Hendrix,All Along the Watchtower,78,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69E-05,0.0842,0.564,113.253,240800,4,Indie Alt,377
Franz Ferdinand,Take Me Out,78,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,237027,4,Indie Alt,378
Ellie Goulding,Love Me Like You Do,78,0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,252534,4,Pop,379
DMX,X Gon' Give It To Ya,78,0.761,0.899,10,-3.09,0,0.183,0.0135,0,0.0719,0.673,95.027,217587,4,HipHop,380
Kanye West,POWER,78,0.542,0.914,0,-4.747,0,0.113,0.0161,0,0.744,0.576,153.993,292093,4,Rock,381
Foo Fighters,Everlong,78,0.413,0.881,11,-5.541,0,0.0367,5.99E-05,0.000308,0.0805,0.364,158.066,250547,4,Rock,382
Harry Styles,Sweet Creature,78,0.427,0.262,7,-8.541,1,0.0276,0.746,0,0.068,0.228,104.085,224867,4,Pop,383
"WizKid, Tems",Essence ,78,0.849,0.707,0,-6.002,1,0.113,0.0266,8.58E-06,0.618,0.602,104.027,4.134,4,Pop,384
Cage The Elephant,Cigarette Daydreams,78,0.636,0.676,2,-3.442,1,0.0263,0.0807,0,0.0831,0.273,113.98,208760,4,Indie Alt,385
Britney Spears,...Baby One More Time,78,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,3.517783333,4,Pop,386
